epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,35.392,1.83987,1.78812,1.13623,0.17951,0.17593,0.17483,0.09033,1.97932,3.25942,1.17843,0.0732249,0.00022491,0.00022491
2,71.7201,1.68511,1.47086,1.1085,0.0648,0.38464,0.19934,0.09774,1.82538,2.54834,1.11047,0.04544,0.000440007,0.000440007
3,109.552,1.6532,1.36278,1.10873,0.57485,0.16744,0.22826,0.11005,1.78596,1.75467,1.14237,0.0176366,0.000636632,0.000636632
4,147.38,1.58484,1.29187,1.05949,0.44554,0.26222,0.2644,0.12915,1.68266,1.39689,1.1246,0.00073404,0.00073404,0.00073404
5,185.621,1.60678,1.24179,1.07954,0.4453,0.27389,0.27021,0.13168,1.66873,1.27327,1.12996,0.000701053,0.000701053,0.000701053
6,223.483,1.58238,1.22497,1.07758,0.45976,0.28596,0.28529,0.13735,1.64338,1.26711,1.10199,0.000668066,0.000668066,0.000668066
7,261.622,1.59842,1.2167,1.07008,0.43922,0.29669,0.29379,0.13982,1.63209,1.23042,1.09331,0.000635079,0.000635079,0.000635079
8,329.984,1.56586,1.15181,1.0489,0.46747,0.30464,0.30812,0.14853,1.62026,1.18868,1.08847,0.000602092,0.000602092,0.000602092
9,344.92,1.51614,1.14049,1.0543,0.48202,0.29989,0.30815,0.14976,1.63413,1.19224,1.08591,0.000569106,0.000569106,0.000569106
10,353.464,1.5573,1.1381,1.05524,0.47578,0.31927,0.32274,0.15332,1.6087,1.15512,1.07336,0.000536119,0.000536119,0.000536119
11,362.019,1.53542,1.10071,1.03016,0.5076,0.31406,0.33387,0.16154,1.60743,1.13051,1.07757,0.000503132,0.000503132,0.000503132
12,370.536,1.54587,1.0956,1.04151,0.47232,0.33135,0.33383,0.16195,1.57829,1.09907,1.08217,0.000470145,0.000470145,0.000470145
13,379.046,1.48346,1.05232,1.02453,0.47918,0.33318,0.33415,0.16104,1.58873,1.12575,1.07435,0.000437158,0.000437158,0.000437158
14,387.687,1.47812,1.06767,1.03268,0.48943,0.32697,0.33431,0.15987,1.59231,1.1008,1.07819,0.000404172,0.000404172,0.000404172
15,396.107,1.4701,1.02767,1.01668,0.48934,0.33405,0.3413,0.16442,1.55777,1.10035,1.07227,0.000371185,0.000371185,0.000371185
16,405.155,1.5179,1.12331,1.04507,0.49785,0.33114,0.34033,0.16555,1.58318,1.09846,1.0782,0.000338198,0.000338198,0.000338198
17,413.58,1.49335,1.04365,1.01884,0.46971,0.33138,0.33559,0.16143,1.5876,1.10038,1.07417,0.000305211,0.000305211,0.000305211
18,422.159,1.43755,0.99367,1.01474,0.49158,0.3403,0.34502,0.16624,1.5722,1.08629,1.06939,0.000272224,0.000272224,0.000272224
19,430.891,1.49687,1.02685,1.01805,0.4987,0.34195,0.34849,0.16714,1.57498,1.07475,1.05961,0.000239238,0.000239238,0.000239238
20,439.322,1.43701,0.98694,1.00614,0.50895,0.34167,0.35081,0.16795,1.56221,1.05854,1.06058,0.000206251,0.000206251,0.000206251
21,447.867,1.45123,0.98723,1.00925,0.51337,0.34255,0.35378,0.171,1.54197,1.04097,1.059,0.000173264,0.000173264,0.000173264
22,456.254,1.48502,1.00309,1.02406,0.51074,0.35439,0.36269,0.17509,1.53691,1.02791,1.05471,0.000140277,0.000140277,0.000140277
23,464.873,1.44869,0.97225,1.01112,0.50384,0.35244,0.36055,0.17361,1.54077,1.03664,1.0526,0.00010729,0.00010729,0.00010729
24,473.514,1.40594,0.94945,0.99135,0.51535,0.35588,0.3639,0.17721,1.52298,1.01669,1.04957,7.43036e-05,7.43036e-05,7.43036e-05
25,482.043,1.42241,0.94333,1.00943,0.51352,0.35729,0.36753,0.17824,1.52624,1.01683,1.04992,4.13168e-05,4.13168e-05,4.13168e-05
