epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,15.162,0.98296,0.66449,0.9986,0.73437,0.64742,0.70864,0.4485,1.02339,0.66413,1.03005,0.000273522,0.000273522,0.000273522
2,29.7645,0.99544,0.66728,0.98914,0.73018,0.63141,0.68762,0.44104,1.01212,0.67386,1.02089,0.000442054,0.000442054,0.000442054
3,45.1889,0.99824,0.67808,0.99347,0.70629,0.64135,0.6965,0.44156,1.01512,0.6609,1.02927,0.000500629,0.000500629,0.000500629
4,60.9909,0.99076,0.66404,0.99191,0.75155,0.64218,0.71127,0.45725,1.00732,0.65293,1.02061,0.000338198,0.000338198,0.000338198
5,75.6334,0.96081,0.63651,0.9794,0.73746,0.66863,0.72264,0.47077,0.97305,0.61562,1.00566,0.000173264,0.000173264,0.000173264
