epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,17.9005,0.9404,0.57967,0.97409,0.77532,0.68822,0.7578,0.5006,0.97384,0.59567,1.01293,0.000274744,0.000274744,0.000274744
2,34.9744,0.96007,0.5886,0.97814,0.75964,0.64798,0.73558,0.47309,0.99622,0.60248,1.01691,0.000443033,0.000443033,0.000443033
3,52.0202,0.96086,0.60069,0.98165,0.69926,0.69451,0.7298,0.46964,1.00474,0.61755,1.02086,0.000501367,0.000501367,0.000501367
4,68.9337,0.94618,0.58879,0.97924,0.75594,0.69958,0.76351,0.50136,0.96818,0.58879,1.00931,0.000338198,0.000338198,0.000338198
5,86.1674,0.9342,0.5714,0.97175,0.78541,0.69627,0.77199,0.51359,0.95662,0.57093,1.00386,0.000173264,0.000173264,0.000173264
