epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.9854,1.03463,0.84576,1.01016,0.79174,0.53482,0.61653,0.38931,1.04872,0.76234,1.03773,0.000270547,0.000270547,0.000270547
2,25.4875,1.06244,0.85422,1.0233,0.76975,0.50105,0.59121,0.3602,1.07775,0.81201,1.04549,0.000439667,0.000439667,0.000439667
3,37.7275,1.07985,0.85288,1.02457,0.74325,0.52814,0.61153,0.38354,1.06293,0.78588,1.04605,0.000498832,0.000498832,0.000498832
4,49.881,1.06689,0.84448,1.02372,0.83303,0.50834,0.61691,0.38814,1.04353,0.73889,1.03767,0.000338198,0.000338198,0.000338198
5,62.1675,1.0388,0.81715,1.00818,0.7208,0.58274,0.64665,0.41607,1.00977,0.70595,1.02285,0.000173264,0.000173264,0.000173264
